player.jumperNumber,player.photoURL,player.player.player.playerId,player.playerJumperNumber,team,position,dateOfBirth,draftYear,heightInCm,recruitedFrom,debutYear,draftType,draftPosition,PositionCoded,ID,First.name,Surname,Games,Goals,Brownlow.Votes,name,,,
32,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/999331.png,CD_I999331,32,Adelaide Crows,KEY_FORWARD,25/09/1999,2017,192,Lucindale (SA)/Rostrevor College (SA)/Glenelg (SANFL),2018,nationalDraft,12,Forward,12584,Darcy,Fogarty,126,199,,Darcy Fogarty,,,
2,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1020650.png,CD_I1020650,2,GWS GIANTS,MEDIUM_FORWARD,03/04/2004,2022,175,Kalamunda (WA)/Swan Districts (WAFL),2025,nationalDraft,21,Forward,13131,Darcy,Jones,37,31,,Darcy Jones,,,
24,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/290832.png,CD_I290832,24,Gold Coast SUNS,MEDIUM_FORWARD,19/11/1992,2010,186,Rossmoyne (WA)/East Fremantle (WAFL),2011,nationalDraft,1,Forward,11919,David,Swallow,249,111,,David Swallow,,,
2,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1009385.png,CD_I1009385,2,Brisbane Lions,MEDIUM_FORWARD,30/06/2001,2019,185,Manning (WA)/Aquinas College (WA)/Perth (WAFL)/Brisbane,2020,nationalDraft,22,Forward,12774,Deven,Robertson,47,10,,Deven Robertson,,,
13,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1006314.png,CD_I1006314,13,Hawthorn,MEDIUM_FORWARD,04/08/1999,2017,177,Rowville (Vic)/Caulfield Grammar (Vic)/Eastern U18,2019,nationalDraft,67,Forward,12710,Dylan,Moore,126,133,,Dylan Moore,,,
23,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1009195.png,CD_I1009195,23,Port Adelaide,MEDIUM_FORWARD,01/07/2001,,186,,,,,Forward,12917,Dylan,Williams,29,0,,Dylan Williams,,,
20,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1012862.png,CD_I1012862,20,Carlton,MEDIUM_FORWARD,25/04/2002,2020,189,Wodonga (Vic)/Caulfield Grammar (Vic)/Murray U18/Gold Coast Suns,2022,nationalDraft,7,Forward,13016,Elijah,Hollands,41,26,,Elijah Hollands,,,
30,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/993953.png,CD_I993953,30,Brisbane Lions,KEY_FORWARD,13/09/1997,2015,204,Caloundra (Qld)/Aspley (NEAFL),2016,nationalDraft,14,Forward,12454,Eric,Hipwood,199,287,,Eric Hipwood,,,
20,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1027033.png,CD_I1027033,20,Gold Coast SUNS,KEY_FORWARD,07/07/2005,2023,202,Palm Beach Currumbin JAFC (Qld)/Palm Beach Currumbin AFC (Qld),2025,nationalDraft,9,Forward,13121,Ethan,Read,25,22,,Ethan Read,,,
20,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1009421.png,CD_I1009421,20,Hawthorn,MEDIUM_FORWARD,23/02/2001,2019,189,East Brighton (Vic)/Scotch College (Vic)/Sandringham U18,2021,fatherSon,29,Forward,12843,Finn,Maginness,58,14,,Finn Maginness,,,
44,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1017255.png,CD_I1017255,44,Carlton,MEDIUM_FORWARD,23/08/2001,2019,182,Brunswick North O.B. (Vic)/Brunswick Secondary College (Vic)/Calder U18/Geelong/Port Adelaide,2021,nationalDraft,41,Forward,12873,Francis,Evans,44,35,,Francis Evans,,,
32,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1004938.png,CD_I1004938,32,Geelong Cats,MEDIUM_FORWARD,30/03/1999,2017,179,Grovedale (Vic)/Geelong U18,2018,nationalDraft,57,Forward,12689,Gryan,Miers,156,114,,Gryan Miers,,,
35,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1008893.png,CD_I1008893,35,Melbourne,KEY_FORWARD,12/11/1999,2017,197,Wudinna United (SA)/Rostrevor College (SA)/Norwood (SANFL),2019,nationalDraft,37,Forward,13189,Harry,Petty,101,48,,Harry Petty,,,
10,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1000953.png,CD_I1000953,10,Carlton,KEY_FORWARD,24/12/1997,2015,200,Warragul (Vic)/Gippsland U18,2016,nationalDraft,10,Forward,12579,Harry,McKay,140,274,,Harry McKay,,,
1,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1027925.png,CD_I1027925,1,GWS GIANTS,MEDIUM_FORWARD,08/08/2005,2023,176,Turvey Park FNC/GWS Giants Academy,2024,nationalDraft,59,Forward,13101,Harvey,Thomas,40,18,,Harvey Thomas,,,
2,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1003203.png,CD_I1003203,2,Sydney Swans,KEY_FORWARD,20/01/1999,2018,197,Beaumaris (Vic)/St Bede's College (Vic)/Sandr U18/Sandr (VFL),2022,preseason,,Forward,12745,Hayden,McLean,98,100,,Hayden McLean,,,
43,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1011558.png,CD_I1011558,43,Fremantle,MEDIUM_FORWARD,30/04/2003,2024,168,Central Districts (SANFL),,preseason,,Forward,13204,Isaiah,Dudley,16,15,,Isaiah Dudley,,,
28,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/290838.png,CD_I290838,28,North Melbourne,KEY_FORWARD,13/06/1992,2010,191,Sorrento-Duncraig (WA)/West Perth (WAFL)/West Coast,2011,nationalDraft,26,Forward,11905,Jack,Darling,320,556,,Jack Darling,,,
33,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1012857.png,CD_I1012857,33,Hawthorn,MEDIUM_FORWARD,09/12/2002,2023,185,Strathfieldsaye (Vic)/Bendigo U18/Collingwood,2022,other,,Forward,12927,Jack,Ginnivan,90,115,,Jack Ginnivan,,,
19,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/291351.png,CD_I291351,19,Hawthorn,KEY_FORWARD,16/10/1991,2009,193,Beaumaris (Vic)/Haileybury College (Vic)/Sandr U18/Adelaide Crows/Hawthorn/Brisbane Lions,2011,nationalDraft,29,Forward,11845,Jack,Gunston,283,554,,Jack Gunston,,,
1,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1002227.png,CD_I1002227,1,St Kilda,MEDIUM_FORWARD,19/03/1999,2017,178,East Malvern (Vic)/Oakleigh U18/Richmond,2018,nationalDraft,17,Forward,12609,Jack,Higgins,145,204,,Jack Higgins,,,
19,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/296190.png,CD_I296190,19,Geelong Cats,MEDIUM_FORWARD,29/01/1995,2013,186,Towns (WA)/Claremont (WAFL)/Gold Coast,2013,other,1,Forward,12236,Jack,Martin,165,145,,Jack Martin,,,
21,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1006550.png,CD_I1006550,21,West Coast Eagles,MEDIUM_FORWARD,12/04/1999,2017,188,Epping (Vic)/Northern U18,2018,nationalDraft,38,Forward,12623,Jack,Petruccelle,90,71,,Jack Petruccelle,,,
2,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1017720.png,CD_I1017720,2,Melbourne,KEY_FORWARD,16/04/2003,2021,193,Wembley Downs (WA)/Claremont (WAFL),2024,nationalDraft,19,Forward,12991,Jacob,van Rooyen,57,74,,Jacob van Rooyen,,,
11,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/298421.png,CD_I298421,11,Essendon,MEDIUM_FORWARD,24/08/1997,2015,177,South Morang (Vic)/Parade College (Vic)/Northern U18/St Kilda,2016,nationalDraft,18,Forward,12415,Jade,Gresham,177,165,,Jade Gresham,,,
18,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/280824.png,CD_I280824,18,Melbourne,KEY_FORWARD,29/08/1991,2023,186,Oak Park (Vic)/PEGS (Vic)/Calder U18/Essendon,2011,rookieElevation,12,Forward,11820,Jake,Melksham,248,221,,Jake Melksham,,,
26,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1008123.png,CD_I1008123,26,GWS GIANTS,KEY_FORWARD,07/11/1999,2019,198,St Bernard's (Vic)/St Bernard's Coll (Vic)/Calder U18/Werribee (VFL),2021,nationalDraft,51,Forward,12834,Jake,Riccardi,89,110,,Jake Riccardi,,,
20,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/293884.png,CD_I293884,20,GWS GIANTS,MEDIUM_FORWARD,25/04/1994,2012,192,Eaglehawk (Vic)/Bendigo U18/Western Bulldogs/Essendon,2013,nationalDraft,5,Forward,12167,Jake,Stringer,227,392,,Jake Stringer,,,
2,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/996554.png,CD_I996554,2,West Coast Eagles,KEY_FORWARD,06/05/1998,2016,192,Marist (WA)/Claremont (WAFL),2017,fatherSon,77,Forward,12601,Jake,Waterman,112,149,,Jake Waterman,,,
15,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/290826.png,CD_I290826,15,West Coast Eagles,MEDIUM_FORWARD,23/04/1992,2010,184,Northampton (WA)/East Fremantle (WAFL)/St Kilda,2011,nationalDraft,24,Forward,11937,Jamie,Cripps,272,335,,Jamie Cripps,,,
5,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/293801.png,CD_I293801,5,Collingwood,MEDIUM_FORWARD,21/08/1992,2011,177,Euroa (Vic)/Murray U18,2012,other,,Forward,12083,Jamie,Elliott,219,347,,Jamie Elliott,,,
41,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1004819.png,CD_I1004819,41,Port Adelaide,MEDIUM_FORWARD,15/02/2001,,176,,,,,Forward,12924,Jed,McEntee,52,31,,Jed McEntee,,,
5,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/293845.png,CD_I293845,5,Geelong Cats,KEY_FORWARD,01/04/1993,2011,196,Dartmoor (Vic)/North Ballarat U18/GWS,2011,other,,Forward,12017,Jeremy,Cameron,281,736,,Jeremy Cameron,,,
11,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/298111.png,CD_I298111,11,Port Adelaide,KEY_FORWARD,09/02/1996,,197,,,,,Forward,12553,Jeremy,Finlayson,128,166,,Jeremy Finlayson,,,
23,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/296324.png,CD_I296324,23,GWS GIANTS,KEY_FORWARD,12/02/1995,2013,196,Marist (WA)/Claremont (WAFL)/Melbourne/Fremantle,2013,other,2,Forward,12321,Jesse,Hogan,181,397,,Jesse Hogan,,,
3,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1017700.png,CD_I1017700,3,Carlton,MEDIUM_FORWARD,23/11/2003,2021,180,Wanderers (NT)/S Coogee (WA)/Aquinas Coll (WA)/S Fremantle (WAFL),2023,nationalDraft,27,Forward,12990,Jesse,Motlop,63,59,,Jesse Motlop,,,
36,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1008091.png,CD_I1008091,36,Sydney Swans,KEY_FORWARD,02/09/1999,2017,195,Beaumaris (Vic)/Mentone Grammar (Vic)/Sandringham U18,2020,rookieElevation,28,Forward,12844,Joel,Amartey,61,86,,Joel Amartey,,,
8,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1017051.png,CD_I1017051,8,Adelaide Crows,MEDIUM_FORWARD,11/04/2003,2021,180,Shepparton Swans (Vic)/Caulfield Grammar (Vic)/Murray U18,2022,nationalDraft,6,Forward,12255,Josh,Rachele,70,97,,Josh Rachele,,,
35,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1012819.png,CD_I1012819,35,Fremantle,KEY_FORWARD,04/08/2002,2020,195,Cohuna (Vic)/Bendigo U18,2021,rookieElevation,7,Forward,12959,Josh,Treacy,80,118,,Josh Treacy,,,
50,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/999715.png,CD_I999715,50,Gold Coast SUNS,MEDIUM_FORWARD,07/12/1996,2019,190,Halls Ck (WA)/Hale School (WA)/N Wang (Vic)/Scotch OC (SA)/Adel (SANFL),2023,nationalDraft,60,Forward,12848,Jy,Farrar,42,13,,Jy Farrar,,,
24,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1020594.png,CD_I1020594,24,Fremantle,KEY_FORWARD,31/07/2003,2021,196,Busselton (WA)/East Perth (WAFL),2025,nationalDraft,8,Forward,12983,Jye,Amiss,71,113,,Jye Amiss,,,
37,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1005330.png,CD_I1005330,37,Melbourne,MEDIUM_FORWARD,13/01/2000,2018,175,Western United (SA)/Prince Alfred College (SA)/Norwood (SANFL),2021,rookieElevation,15,Forward,12756,Kade,Chandler,79,60,,Kade Chandler,,,
1,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1014026.png,CD_I1014026,1,Brisbane Lions,MEDIUM_FORWARD,06/05/2003,2021,185,"Lake Wendoree (Vic)/St Patrick's College, Ballarat/GWV U18",2024,nationalDraft,20,Forward,12968,Kai,Lohmann,54,59,,Kai Lohmann,,,
4,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/298630.png,CD_I298630,4,Essendon,KEY_FORWARD,01/12/1996,2014,192,Macleod (Vic)/Ivanhoe Grammar (Vic)/Northern U18,2015,nationalDraft,17,Forward,12349,Kyle,Langford,162,179,,Kyle Langford,,,
8,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1002228.png,CD_I1002228,8,Carlton,MEDIUM_FORWARD,01/04/1999,2017,180,Spotswood (Vic)/St Kevin's College (Vic)/Western U18/Geelong,2018,nationalDraft,22,Forward,12596,Lachie,Fogarty,90,36,,Lachie Fogarty,,,
8,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1000860.png,CD_I1000860,8,Collingwood,MEDIUM_FORWARD,30/11/1997,2018,178,Moama (NSW)/Bendigo U18/Williamstown (VFL)/Fremantle,2020,nationalDraft,57,Forward,12700,Lachie,Schultz,126,138,,Lachie Schultz,,,
30,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1009015.png,CD_I1009015,30,Western Bulldogs,MEDIUM_FORWARD,02/09/2001,2023,184,South Clare (SA)/Woodville-West Torrens (SANFL),2021,rookieElevation,10,Forward,12854,Lachlan,McNeil,75,42,,Lachlan McNeil,,,
23,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1005000.png,CD_I1005000,23,Western Bulldogs,MEDIUM_FORWARD,03/02/1999,2018,182,Mooroopna (Vic)/Murray U18,2021,nationalDraft,37,Forward,12776,Laitham,Vandermeer,87,44,,Laitham Vandermeer,,,
1,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1004364.png,CD_I1004364,1,West Coast Eagles,MEDIUM_FORWARD,02/10/1996,2017,181,"Rovers, Geraldton (WA)/Subiaco (WAFL)/West Coast",2018,nationalDraft,26,Forward,12600,Liam,Ryan,125,158,,Liam Ryan,,,
13,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1028019.png,CD_I1028019,13,Brisbane Lions,KEY_FORWARD,10/05/2005,2023,191,Werribee Districts (Vic)/Western Jets U18,2025,nationalDraft,31,Forward,13137,Logan,Morris,46,78,,Logan Morris,,,
22,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/280744.png,CD_I280744,22,Hawthorn,MEDIUM_FORWARD,11/11/1990,2011,182,Temora (NSW)/NSW-ACT U18,2011,rookieElevation,77,Forward,11954,Luke,Breust,308,553,,Luke Breust,,,
10,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1012218.png,CD_I1012218,10,Adelaide Crows,MEDIUM_FORWARD,17/05/2002,2020,183,Kingston (SA)/Prince Alfred College (SA)/Glenelg (SANFL),2022,nationalDraft,11,Forward,12921,Luke,Pedlar,39,40,,Luke Pedlar,,,
18,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/994077.png,CD_I994077,18,Hawthorn,KEY_FORWARD,29/01/1997,2018,200,Yeronga (Qld)/Aspley (NEAFL)/Richmond/Gold Coast Suns,2016,rookieElevation,45,Forward,12485,Mabior,Chol,108,157,,Mabior Chol,,,
46,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/998647.png,CD_I998647,46,Collingwood,KEY_FORWARD,14/03/1991,2017,211,Oklahoma State University (USA)/Collingwood,2015,rookieElevation,,Forward,12428,Mason,Cox,139,127,,Mason Cox,,,
35,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/996232.png,CD_I996232,35,Essendon,MEDIUM_FORWARD,14/08/1997,2017,184,Wembley Downs (WA)/Claremont (WAFL),2019,nationalDraft,76,Forward,12870,Matt,Guelfi,121,69,,Matt Guelfi,,,
25,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1020137.png,CD_I1020137,25,St Kilda,MEDIUM_FORWARD,27/12/2004,2022,190,PHOS Camden (SA)/Woodville-West Torrens (SANFL),2023,nationalDraft,10,Forward,13208,Mattaes,Phillipou,44,25,,Mattaes Phillipou,,,
16,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1013973.png,CD_I1013973,16,West Coast Eagles,MEDIUM_FORWARD,19/03/1997,2018,179,Camberwell (Vic)/St Kevin's College (Vic)/Carlton,2022,other,,Forward,12839,Matthew,Owies,88,96,,Matthew Owies,,,
17,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1009551.png,CD_I1009551,17,Richmond,MEDIUM_FORWARD,01/09/2002,2020,179,St Mary's (NT)/Scotch College (Vic)/Oakleigh U18,2022,nationalDraft,51,Forward,12935,Maurice,Rioli,49,31,,Maurice Rioli,,,
32,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/999321.png,CD_I999321,32,Fremantle,MEDIUM_FORWARD,17/05/2000,2019,183,Portland (SA)/Woodville-West Torrens (SANFL),2020,nationalDraft,61,Forward,12801,Michael,Frederick,102,116,,Michael Frederick,,,
19,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1010174.png,CD_I1010174,19,Port Adelaide,KEY_FORWARD,28/09/2001,2019,192,Marist (WA)/Hale School (WA)/Subiaco (WAFL),2020,nationalDraft,18,Forward,12766,Mitch,Georgiades,92,167,,Mitch Georgiades,,,
2,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1000887.png,CD_I1000887,2,Hawthorn,KEY_FORWARD,14/10/1998,2016,199,Whittlesea (Vic)/Assumption College (Vic)/Calder U18,2019,nationalDraft,76,Forward,12986,Mitch,Lewis,78,133,,Mitch Lewis,,,
10,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1023272.png,CD_I1023272,10,St Kilda,KEY_FORWARD,24/09/2003,2021,191,Beaumaris (Vic)/Mentone Grammar (Vic)/Sandringham U18,2022,nationalDraft,33,Forward,12404,Mitch,Owens,72,74,,Mitch Owens,,,
16,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1028513.png,CD_I1028513,16,Fremantle,MEDIUM_FORWARD,30/07/2006,2024,182,Sth Melbourne Districts JFC/Sandringham U18,2025,nationalDraft,17,Forward,13180,Murphy,Reid,24,25,,Murphy Reid,,,
34,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1023473.png,CD_I1023473,34,Hawthorn,MEDIUM_FORWARD,24/02/2005,2023,170,East Ringwood (Vic)/Eastern Ranges U18,2024,nationalDraft,5,Forward,13105,Nick,Watson,43,61,,Nick Watson,,,
36,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1012860.png,CD_I1012860,36,Geelong Cats,KEY_FORWARD,29/07/2002,2020,189,"St Marys, Geelong (Vic))/St Joseph's College/Geelong U18/Collingwood",2021,nationalDraft,17,Forward,12851,Oliver,Henry,85,120,,Oliver Henry,,,
30,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1012881.png,CD_I1012881,30,Port Adelaide,KEY_FORWARD,02/01/2002,2020,197,East Brighton (Vic)/Geelong Grammar (Vic)/Sandringham U18,2024,nationalDraft,49,Forward,13056,Ollie,Lord,34,33,,Ollie Lord,,,
14,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/296334.png,CD_I296334,14,Carlton,MEDIUM_FORWARD,14/09/1995,2013,180,Payneham Norwood Union (SA)/Norwood (SANFL)/Essendon/Port Adelaide,2014,nationalDraft,55,Forward,12302,Orazio,Fantasia,120,157,,Orazio Fantasia,,,
12,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1004385.png,CD_I1004385,12,West Coast Eagles,KEY_FORWARD,19/03/1999,2017,196,Whitford (WA)/West Perth (WAFL)/West Coast,2019,nationalDraft,21,Forward,12655,Oscar,Allen,105,151,,Oscar Allen,,,
35,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/270917.png,CD_I270917,35,Geelong Cats,MEDIUM_FORWARD,05/04/1990,2007,189,Anglesea (Vic)/Geelong U18/Adelaide,2010,nationalDraft,10,Forward,11700,Patrick,Dangerfield,361,365,,Patrick Dangerfield,,,
20,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1017754.png,CD_I1017754,20,Fremantle,KEY_FORWARD,29/06/2003,2023,195,Turvey Park (NSW)/Wesley College (Vic)/Oakleigh U18/Essendon,2024,preseason,,Forward,13129,Patrick,Voss,27,44,,Patrick Voss,,,
20,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/298289.png,CD_I298289,20,Essendon,KEY_FORWARD,08/09/1996,2014,203,Moonee Valley (Vic)/Calder U18/Gold Coast,2016,nationalDraft,8,Forward,12366,Peter,Wright,152,233,,Peter Wright,,,
19,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/999824.png,CD_I999824,19,Fremantle,MEDIUM_FORWARD,03/12/1997,2016,182,Maddington (WA)/Wesley College (WA)/Perth (WAFL)/Geelong/Essendon (VFL)/Port Adelaide,2018,nationalDraft,60,Forward,12651,Quinton,Narkle,59,27,,Quinton Narkle,,,
14,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1006127.png,CD_I1006127,14,Western Bulldogs,MEDIUM_FORWARD,12/07/2000,2018,183,Strathmore (Vic)/St Kevin's College (Vic)/Calder U18,2021,fatherSon,26,Forward,12748,Rhylee,West,81,85,,Rhylee West,,,
7,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1008384.png,CD_I1008384,7,Adelaide Crows,KEY_FORWARD,07/07/2002,2020,201,Goodwood (SA)/West Adelaide (SANFL),2021,nationalDraft,2,Forward,12892,Riley,Thilthorpe,78,119,,Riley Thilthorpe,,,
10,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1017126.png,CD_I1017126,10,Western Bulldogs,KEY_FORWARD,19/07/2003,2021,208,Glen Iris (Vic)/Scotch College (Vic)/Oakleigh U18,2023,fatherSon,2,Forward,13021,Sam,Darcy,45,89,,Sam Darcy,,,
14,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/291753.png,CD_I291753,14,Brisbane Lions,KEY_FORWARD,06/09/1992,2010,197,Mitcham Hawks (SA)/Sturt (SANFL)/Gold Coast SUNS,2011,nationalDraft,3,Forward,11947,Sam,Day,168,120,,Sam Day,,,
3,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1009260.png,CD_I1009260,3,Gold Coast SUNS,MEDIUM_FORWARD,24/07/2001,2019,183,Moe (Vic)/Lowanna College (Vic)/Gippsland U18/Gold Coast,2022,nationalDraft,11,Forward,12824,Sam,Flanders,89,37,,Sam Flanders,,,
2,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/993979.png,CD_I993979,2,Port Adelaide,MEDIUM_FORWARD,08/01/1998,2016,187,Mount Hawthorn (WA)/Wesley College (WA)/East Perth (WAFL),2017,nationalDraft,18,Forward,12494,Sam,Powell-Pepper,158,124,,Sam Powell-Pepper,,,
39,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/992059.png,CD_I992059,39,Fremantle,MEDIUM_FORWARD,20/11/1996,2017,179,Research (Vic)/Northern U18/Box Hill Hawks (VFL),2019,nationalDraft,73,Forward,12672,Sam,Switkowski,105,66,,Sam Switkowski,,,
33,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1016433.png,CD_I1016433,33,Geelong Cats,KEY_FORWARD,25/07/2002,2020,203,Jandakot (WA)/Leeming HS (WA)/South Fremantle (WAFL),2022,nationalDraft,33,Forward,12992,Shannon,Neale,46,69,,Shannon Neale,,,
7,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/993878.png,CD_I993878,7,Geelong Cats,MEDIUM_FORWARD,06/08/1997,2023,178,Murray/North Albury (NSW)/Werribee (VFL),2024,nationalDraft,36,Forward,13104,Shaun,Mannagh,36,47,,Shaun Mannagh,,,
3,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/291776.png,CD_I291776,3,Sydney Swans,MEDIUM_FORWARD,20/09/1993,2011,181,"St Joseph's Geel (Vic)/St Joseph's Coll, Geel (Vic)/Geel U18/GWS/Collingwood",2013,nationalDraft,13,Forward,12066,Taylor,Adams,229,86,,Taylor Adams,,,
